ADM2_NAME,tahun,bulan,probabilitas_risiko_historis,total_hujan_lag2,total_hujan_lag3,max_hth_lag2,max_hth_lag3,kat_value_lag2,kat_value_lag3,hujan_akumulasi_vegetatif,max_hth_vegetatif,rasio_hujan_lag2,rasio_hujan_lag3,rasio_kat_lag2,rasio_kat_lag3,STATUS_PANEN,Prob_Waspada(%),Prob_Kritis(%),FAKTOR_DOMINAN
SURABAYA,2026,5,0.238095238095238,280.5359138833756,368.8560892571063,2.783513405362144,3.143657462985194,269.1328531412565,269.1328531412565,649.3920031404818,3.143657462985194,1.0384680531016806,1.2089989337462663,0.8943382035884567,0.8965936360570298,✅ AMAN,47.0,0.6,probabilitas_risiko_historis
SURABAYA,2026,6,0.238095238095238,178.83796808136705,280.5359138833756,8.062424969987996,2.783513405362144,264.71615046018405,269.1328531412565,459.3738819647426,8.062424969987996,0.9604068277325678,1.0384680531016806,0.9102009472657292,0.8943382035884567,✅ AMAN,22.9,17.7,probabilitas_risiko_historis
SURABAYA,2026,7,0.238095238095238,109.92324848540608,178.83796808136705,15.0,8.062424969987996,232.84132853141253,264.71615046018405,288.7612165667731,15.0,1.0,0.9604068277325678,0.8635305108875477,0.9102009472657292,✅ AMAN,8.3,0.4,probabilitas_risiko_historis
TRENGGALEK,2026,5,0.3333333333333333,334.7087196583857,468.4128324782226,3.978755547162685,1.4740817675384763,274.08621049634627,274.08621049634627,803.1215521366082,3.978755547162685,1.020613006385385,1.444127181875139,0.5583422794993036,0.555945687298241,✅ AMAN,38.4,0.0,probabilitas_risiko_historis
TRENGGALEK,2026,6,0.3333333333333333,219.85090284414628,334.7087196583857,6.945614200736475,3.978755547162685,274.0103691752872,274.08621049634627,554.559622502532,6.945614200736475,1.203999442259211,1.020613006385385,0.5765055708148511,0.5583422794993036,⚠️ WASPADA,73.1,0.0,total_hujan_lag2
TRENGGALEK,2026,7,0.3333333333333333,134.28213055223048,219.85090284414628,15.0,6.945614200736475,259.57403815127657,274.0103691752872,354.13303339637673,15.0,1.0,1.203999442259211,0.5896602230157487,0.5765055708148511,⚠️ WASPADA,51.6,0.1,total_hujan_lag2
TUBAN,2026,5,0.4761904761904761,275.211864580787,280.4692373615505,3.0770523283725395,2.795367258761402,241.87313970235243,241.87313970235243,555.6811019423375,3.0770523283725395,1.1043603378484503,1.0834937936602618,0.552664517062516,0.5487740223038104,⚠️ WASPADA,88.6,0.1,probabilitas_risiko_historis
TUBAN,2026,6,0.4761904761904761,131.49094658532053,275.211864580787,6.103396543446952,3.0770523283725395,237.6514810369659,241.87313970235243,406.7028111661075,6.103396543446952,0.8324505677712458,1.1043603378484503,0.5582064264024743,0.552664517062516,⚠️ WASPADA,90.6,0.1,total_hujan_lag2
TUBAN,2026,7,0.4761904761904761,100.32940820160296,131.49094658532053,15.0,6.103396543446952,208.7775300048008,237.6514810369659,231.82035478692347,15.0,1.0,0.8324505677712458,0.5199365203171925,0.5582064264024743,⚠️ WASPADA,82.5,0.1,total_hujan_lag2
TULUNGAGUNG,2026,5,0.3333333333333333,303.2663132918697,435.2663626332808,4.012710550790535,1.4901312390203576,284.6935420541434,284.6935420541434,738.5326759251504,4.012710550790535,1.0674444616502778,1.4241938355518116,0.5747695687318973,0.5742162886225354,✅ AMAN,45.9,0.0,probabilitas_risiko_historis
TULUNGAGUNG,2026,6,0.3333333333333333,199.940358502468,303.2663132918697,7.409837759636251,4.012710550790535,284.69100227319694,284.6935420541434,503.2066717943377,7.409837759636251,1.105727025250894,1.0674444616502778,0.5932872450022373,0.5747695687318973,⚠️ WASPADA,73.0,0.1,total_hujan_lag2
TULUNGAGUNG,2026,7,0.3333333333333333,121.3370450238544,199.940358502468,15.0,7.409837759636251,265.46845422607976,284.69100227319694,321.2774035263224,15.0,1.0,1.105727025250894,0.5971345895811061,0.5932872450022373,⚠️ WASPADA,54.7,0.2,total_hujan_lag2
